0.0,0.0,0.0,0.0
-0.003314971923828125,0.001392364501953125,-0.0009496847469540149,0.0
0.00055694580078125,0.0003662109375,-0.0008514563587983181,0.0
-0.001712799072265625,0.00019073486328125,-0.0005672613810483755,0.063
-0.005924224853515625,0.000518798828125,-0.0015381018552933579,0.072
0.00453948974609375,0.000469207763671875,0.000655936791307705,0.022
0.001934051513671875,-0.000629425048828125,0.0006106852844407932,0.022
-0.006084442138671875,0.002635955810546875,-0.0007327238672362387,0.058
-0.01430511474609375,0.00157928466796875,-0.001334015516643522,0.009
-0.01842498779296875,0.00304412841796875,-0.001046005898605835,0.036
-0.019405364990234375,0.004444122314453125,-0.001125160803621875,0.058
-0.022121429443359375,0.004547119140625,7.46436998832847e-05,0.031
-0.02913665771484375,0.00518798828125,0.0006006352082377779,0.045
-0.044170379638671875,-0.00209808349609375,-0.0028303305624450834,0.072
-0.05503082275390625,0.00069427490234375,-0.002545181946084854,0.067
-0.07433700561523438,0.000774383544921875,-0.0026887099649365895,0.072
-0.09136199951171875,-0.00099945068359375,-0.0025542418449261916,0.094
-0.10326004028320312,0.00345611572265625,-0.0005949179355375114,0.098
-0.12751388549804688,-0.004283905029296875,-0.003218952843778832,0.107
-0.14838409423828125,-0.00257110595703125,-0.0032737890443968786,0.107
-0.17218017578125,-0.002002716064453125,-0.00232106844443363,0.125
-0.204010009765625,-0.00092315673828125,-0.002116505169080575,0.125
-0.2317047119140625,-0.0048828125,-0.003225151718875465,0.139
-0.25968170166015625,-0.002582550048828125,-0.0029981771803144555,0.125
-0.29538726806640625,-0.002620697021484375,-0.0031459966601258536,0.152
-0.3262672424316406,-0.007701873779296875,-0.0031612554303491486,0.148
-0.3578529357910156,-0.00746917724609375,-0.003652397715892881,0.148
-0.39588165283203125,-0.005611419677734375,-0.0029385724241872296,0.134
-0.42542266845703125,-0.007740020751953125,-0.002969089968486086,0.165
-0.45832061767578125,-0.003101348876953125,-0.002616707460380416,0.156
-0.49495697021484375,-0.0087127685546875,-0.003809277078045965,0.139
-0.5328750610351562,-0.00762939453125,-0.0031941571523884963,0.156
-0.5650405883789062,-0.008533477783203125,-0.004233185674476438,0.179
-0.6028213500976562,-0.011188507080078125,-0.003742520004237462,0.143
-0.63543701171875,-0.011157989501953125,-0.0034039655693897186,0.125
-0.6741561889648438,-0.012966156005859375,-0.004309956537519042,0.188
-0.7087936401367188,-0.01232147216796875,-0.0035298505688871103,0.156
-0.7376899719238281,-0.011859893798828125,-0.004068200092956374,0.116
-0.7781219482421875,-0.01287078857421875,-0.003854576752535009,0.197
-0.812225341796875,-0.01313018798828125,-0.004231755166168226,0.152
-0.8477554321289062,-0.01355743408203125,-0.004208389945682855,0.103
-0.8791236877441406,-0.013919830322265625,-0.003659073424944782,0.192
-0.9167289733886719,-0.01630401611328125,-0.004584614455607087,0.156
-0.9491424560546875,-0.0166778564453125,-0.004070107437672752,0.103
-0.9834175109863281,-0.0137176513671875,-0.0037434736768620783,0.206
-1.020660400390625,-0.0162506103515625,-0.004111115347278453,0.152
-1.0525856018066406,-0.01677703857421875,-0.004155938189907576,0.103
-1.0889778137207031,-0.0186309814453125,-0.004543606760855937,0.17
-1.1238822937011719,-0.01876068115234375,-0.004187409156884493,0.116
-1.1530838012695312,-0.019153594970703125,-0.004163567567805842,0.174
-1.1888046264648438,-0.0217437744140625,-0.004556481602076826,0.156
-1.2227935791015625,-0.021434783935546875,-0.004149739320276164,0.134
-1.2561759948730469,-0.022274017333984375,-0.004467789576887311,0.174
-1.2929191589355469,-0.021942138671875,-0.004234139346679505,0.192
-1.3326797485351562,-0.02315521240234375,-0.004701916632384952,0.165
-1.37286376953125,-0.02184295654296875,-0.0041325732193426695,0.17
-1.4122352600097656,-0.023433685302734375,-0.004658524569637414,0.201
-1.4556808471679688,-0.024692535400390625,-0.004579846096549672,0.206
-1.4983139038085938,-0.026165008544921875,-0.004640881365151499,0.174
-1.5452079772949219,-0.02707672119140625,-0.004378620719261913,0.192
-1.5876808166503906,-0.027996063232421875,-0.004422013057635692,0.232
