-0.0037960531,-0.0073735896,-0.00855937,0.0
-0.007648698,-0.0035914625,-0.004651182,0.0
-0.009661119,-0.00032556106,-0.001375669,0.049
-0.009892955,0.0024324774,0.0012837838,0.121
-0.008403845,0.004691015,0.0033437922,0.036
-0.0052534267,0.0064584147,0.0048209717,0.036
-0.000501339,0.0077430382,0.005731938,0.027
0.00579278,0.008553249,0.006093307,0.027
0.013569291,0.008897408,0.0059216935,0.049
0.022768555,0.008783878,0.0052337144,0.013
0.033330936,0.008221022,0.0040459842,0.031
0.045196794,0.007217202,0.0023751194,0.058
0.05830649,0.00578078,0.00023773516,0.054
0.07260039,0.003920119,-0.0023495527,0.058
0.08801884,0.0016435811,-0.0053701284,0.085
0.104502216,-0.0010404713,-0.008807377,0.085
0.12199088,-0.0041236756,-0.012644682,0.085
0.14042519,-0.00759767,-0.016865429,0.103
0.15974551,-0.011454091,-0.021452999,0.121
0.1798922,-0.015684579,-0.02639078,0.112
0.2008056,-0.020280767,-0.031662155,0.121
0.22242612,-0.025234297,-0.03725051,0.139
0.24469407,-0.030536804,-0.043139227,0.143
0.26754984,-0.03617993,-0.04931169,0.112
0.2909338,-0.042155303,-0.055751286,0.125
0.3147863,-0.04845457,-0.062441397,0.17
0.33769193,-0.054569256,-0.068868525,0.143
0.36102107,-0.06109336,-0.07559845,0.089
0.3848048,-0.06784431,-0.0825815,0.174
0.4089994,-0.074922934,-0.08971686,0.098
0.43332675,-0.082220666,-0.097036526,0.103
0.45776355,-0.08984695,-0.104588866,0.179
0.48241276,-0.09779791,-0.112321414,0.112
0.5071401,-0.10603384,-0.120245345,0.085
0.5317719,-0.11468567,-0.12833741,0.161
0.55628175,-0.123717256,-0.13658299,0.103
0.58151984,-0.13350914,-0.14525427,0.054
0.60564667,-0.14284776,-0.15364172,0.139
0.62968314,-0.1526557,-0.16216622,0.121
0.65371263,-0.16265301,-0.1707422,0.085
0.67764175,-0.17307264,-0.1794149,0.107
0.7016615,-0.1839296,-0.18810526,0.143
0.72637165,-0.19566992,-0.19720669,0.112
0.75022143,-0.20699891,-0.20599987,0.121
0.77410334,-0.2187065,-0.21489479,0.134
0.79887825,-0.23137279,-0.22421244,0.161
0.8229291,-0.24359947,-0.23318997,0.148
0.847166,-0.2562207,-0.24227591,0.121
0.8726346,-0.26995808,-0.25176004,0.152
0.89825356,-0.2839487,-0.26134902,0.174
0.9239643,-0.2983083,-0.27098316,0.174
0.9498431,-0.31311005,-0.28072482,0.148
0.97591203,-0.328209,-0.2905335,0.152
1.0022391,-0.3438188,-0.30052623,0.165
1.0289276,-0.35987985,-0.3106568,0.161
1.0560116,-0.37648088,-0.32088625,0.156
1.0831314,-0.39345598,-0.33128962,0.156
1.1105072,-0.41104332,-0.3418276,0.174
1.1380565,-0.42913026,-0.35247838,0.161
1.165766,-0.44771907,-0.36328122,0.174
1.1935753,-0.46670154,-0.37420422,0.17
1.2214009,-0.48611757,-0.3852047,0.183
1.2492139,-0.50597924,-0.39627346,0.161
1.2768689,-0.52630615,-0.407412,0.179
1.3044337,-0.54693437,-0.41853446,0.17
1.331768,-0.56789947,-0.429728,0.179
1.3589717,-0.58923197,-0.44096315,0.17
1.3859464,-0.61082655,-0.45219445,0.174
1.4126363,-0.6327335,-0.463419,0.179
1.4391748,-0.65492547,-0.47466165,0.188
1.4655681,-0.6774964,-0.48592517,0.183
1.4917965,-0.70034945,-0.49721983,0.206
1.517838,-0.7236427,-0.5085554,0.179
1.5438185,-0.7473671,-0.5199827,0.215
1.5696802,-0.771618,-0.5314288,0.17
1.595442,-0.7962613,-0.54299504,0.219
1.6210326,-0.82137525,-0.55463296,0.161
1.6465745,-0.8470035,-0.5663553,0.224
1.6718465,-0.8730925,-0.5781315,0.156
1.6969485,-0.89972204,-0.5899851,0.215
1.7218066,-0.9268351,-0.60193384,0.161
1.746457,-0.9545316,-0.6139919,0.206
1.7710328,-0.9827524,-0.62613845,0.17
1.7954297,-1.0114738,-0.6384172,0.197
1.8196559,-1.0406877,-0.650794,0.183
1.8438607,-1.0704955,-0.6632871,0.192
1.8679883,-1.100952,-0.6759382,0.206
1.8909453,-1.1313403,-0.6883704,0.197
1.914735,-1.163114,-0.70129997,0.224
1.9381971,-1.1956034,-0.7143565,0.206
1.9614633,-1.2287433,-0.7275416,0.237
1.9845266,-1.262542,-0.740857,0.188
2.00738,-1.2970083,-0.7543041,0.246
2.030017,-1.3321503,-0.7678845,0.197
2.05243,-1.367977,-0.78159976,0.228
2.0746124,-1.4044968,-0.79545146,0.197
2.0965576,-1.4417182,-0.80944115,0.25
2.118258,-1.4796498,-0.82357043,0.206
2.1397073,-1.5182999,-0.8378408,0.219
2.1608982,-1.5576775,-0.8522538,0.228
2.1818237,-1.5977907,-0.8668111,0.232
2.2024772,-1.6386484,-0.88151413,0.224
2.2228518,-1.6802589,-0.8963645,0.228
2.24294,-1.7226309,-0.91136384,0.237
2.2627354,-1.7657727,-0.9265136,0.246
2.282231,-1.8096932,-0.94181544,0.237
2.3014197,-1.8544008,-0.9572708,0.25
2.3202946,-1.8999039,-0.9728814,0.224
2.338849,-1.9462111,-0.9886486,0.264
2.3570757,-1.9933311,-1.0045742,0.232
2.3749678,-2.0412724,-1.0206594,0.259
2.3925185,-2.0900433,-1.0369062,0.246
2.409721,-2.1396527,-1.0533159,0.255
2.4265678,-2.190109,-1.0698901,0.232
